,Unnamed: 0,text,llm,prompting,text_mod,tokens,num_words,is_sarcastic
16,2616,"Звичайно, я буду пити цей гіркий чай. Адже що таке смак порівняно з корисними властивостями?",gemini,zeroshot,"звичайно, я буду пити цей гіркий чай. адже що таке смак порівняно з корисними властивостями?","['звичайно', 'я', 'буду', 'пити', 'цей', 'гіркий', 'чай', 'адже', 'що', 'таке', 'смак', 'порівняно', 'з', 'корисними', 'властивостями']",15,1
17,1983,"Неймовірно, як швидко летить час, коли стоїш у заторі.",gemini,zeroshot,"неймовірно, як швидко летить час, коли стоїш у заторі.","['неймовірно', 'як', 'швидко', 'летить', 'час', 'коли', 'стоїш', 'у', 'заторі']",9,1
18,2441,"Так, я впевнений у своїх знаннях. Навіть Google не знає стільки, скільки я не знаю.",gemini,zeroshot,"так, я впевнений у своїх знаннях. навіть  не знає стільки, скільки я не знаю.","['так', 'я', 'впевнений', 'у', 'своїх', 'знаннях', 'навіть', 'не', 'знає', 'стільки', 'скільки', 'я', 'не', 'знаю']",14,1
19,2294,"Як чудово, що існує бюрократія. Без неї життя було б надто простим та нудним.",gemini,zeroshot,"як чудово, що існує бюрократія. без неї життя було б надто простим та нудним.","['як', 'чудово', 'що', 'існує', 'бюрократія', 'без', 'неї', 'життя', 'було', 'б', 'надто', 'простим', 'та', 'нудним']",14,1
20,2660,"Обожнюю, коли мій телефон розряджається в самий невідповідний момент.",gemini,zeroshot,"обожнюю, коли мій телефон розряджається в самий невідповідний момент.","['обожнюю', 'коли', 'мій', 'телефон', 'розряджається', 'в', 'самий', 'невідповідний', 'момент']",9,1
21,2924,"Я просто обожнюю, коли мій комп'ютер зависає саме в той момент, коли я майже закінчив важливу роботу.",gemini,zeroshot,"я просто обожнюю, коли мій комп'ютер зависає саме в той момент, коли я майже закінчив важливу роботу.","['я', 'просто', 'обожнюю', 'коли', 'мій', ""комп'ютер"", 'зависає', 'саме', 'в', 'той', 'момент', 'коли', 'я', 'майже', 'закінчив', 'важливу', 'роботу']",17,1
22,2100,"Звісно, я завжди дивлюся рекламу. Це ж так інформативно.",gemini,zeroshot,"звісно, я завжди дивлюся рекламу. це ж так інформативно.","['звісно', 'я', 'завжди', 'дивлюся', 'рекламу', 'це', 'ж', 'так', 'інформативно']",9,1
23,2884,"Я просто щаслива, що ти не прибираєш за своїм собакою на вулиці. Хай всі знають, який ти відповідальний господар.",gemini,zeroshot,"я просто щаслива, що ти не прибираєш за своїм собакою на вулиці. хай всі знають, який ти відповідальний господар.","['я', 'просто', 'щаслива', 'що', 'ти', 'не', 'прибираєш', 'за', 'своїм', 'собакою', 'на', 'вулиці', 'хай', 'всі', 'знають', 'який', 'ти', 'відповідальний', 'господар']",19,1
24,2264,"Звичайно, цей політик завжди говорить правду. Він же політик.",gemini,zeroshot,"звичайно, цей політик завжди говорить правду. він же політик.","['звичайно', 'цей', 'політик', 'завжди', 'говорить', 'правду', 'він', 'же', 'політик']",9,1
25,2331,"Я просто в захваті від черг! Особливо коли стою в них годину, щоб купити каву.",gemini,zeroshot,"я просто в захваті від черг! особливо коли стою в них годину, щоб купити каву.","['я', 'просто', 'в', 'захваті', 'від', 'черг', 'особливо', 'коли', 'стою', 'в', 'них', 'годину', 'щоб', 'купити', 'каву']",15,1
26,2042,"Не хвилюйся, я не образився. Я ж звик, що мене ігнорують.",gemini,zeroshot,"не хвилюйся, я не образився. я ж звик, що мене ігнорують.","['не', 'хвилюйся', 'я', 'не', 'образився', 'я', 'ж', 'звик', 'що', 'мене', 'ігнорують']",11,1
27,2591,"Звичайно, я прочитала всі 500 сторінок інструкції до нового гаджета. Хто взагалі користується кнопкою ""швидкий старт""?",gemini,zeroshot,"звичайно, я прочитала всі 500 сторінок інструкції до нового гаджета. хто взагалі користується кнопкою ""швидкий старт""?","['звичайно', 'я', 'прочитала', 'всі', 'сторінок', 'інструкції', 'до', 'нового', 'гаджета', 'хто', 'взагалі', 'користується', 'кнопкою', 'швидкий', 'старт']",15,1
28,2622,"Так, я знову загубила пульт від телевізора. Що може бути краще, ніж встати з дивана, щоб перемкнути канал?",gemini,zeroshot,"так, я знову загубила пульт від телевізора. що може бути краще, ніж встати з дивана, щоб перемкнути канал?","['так', 'я', 'знову', 'загубила', 'пульт', 'від', 'телевізора', 'що', 'може', 'бути', 'краще', 'ніж', 'встати', 'з', 'дивана', 'щоб', 'перемкнути', 'канал']",18,1
29,2910,"Звичайно, я вірю в те, що всі жінки – водійки від Бога. Особливо, коли вони паркуються на три місця.",gemini,zeroshot,"звичайно, я вірю в те, що всі жінки – водійки від бога. особливо, коли вони паркуються на три місця.","['звичайно', 'я', 'вірю', 'в', 'те', 'що', 'всі', 'жінки', 'водійки', 'від', 'бога', 'особливо', 'коли', 'вони', 'паркуються', 'на', 'три', 'місця']",18,1
30,2577,"Звісно, я тобі вірю. Ти ж ніколи не брешеш. Особливо, коли обіцяєш передзвонити.",gemini,zeroshot,"звісно, я тобі вірю. ти ж ніколи не брешеш. особливо, коли обіцяєш передзвонити.","['звісно', 'я', 'тобі', 'вірю', 'ти', 'ж', 'ніколи', 'не', 'брешеш', 'особливо', 'коли', 'обіцяєш', 'передзвонити']",13,1
31,2333,"Дякую за пораду, вона така корисна, що я просто не знаю, що б я без неї робив.",gemini,zeroshot,"дякую за пораду, вона така корисна, що я просто не знаю, що б я без неї робив.","['дякую', 'за', 'пораду', 'вона', 'така', 'корисна', 'що', 'я', 'просто', 'не', 'знаю', 'що', 'б', 'я', 'без', 'неї', 'робив']",17,1
32,2013,"Вау, ти такий талановитий! Навіть вмієш говорити нісенітниці з розумним виглядом.",gemini,zeroshot,"вау, ти такий талановитий! навіть вмієш говорити нісенітниці з розумним виглядом.","['вау', 'ти', 'такий', 'талановитий', 'навіть', 'вмієш', 'говорити', 'нісенітниці', 'з', 'розумним', 'виглядом']",11,1
33,2541,"Звичайно, я допоможу тобі з переїздом. Обожнюю тягати важкі речі.",gemini,zeroshot,"звичайно, я допоможу тобі з переїздом. обожнюю тягати важкі речі.","['звичайно', 'я', 'допоможу', 'тобі', 'з', 'переїздом', 'обожнюю', 'тягати', 'важкі', 'речі']",10,1
34,2451,"Моя робота – це суцільне задоволення. Особливо, коли шеф просить залишитися понаднормово.",gemini,zeroshot,"моя робота – це суцільне задоволення. особливо, коли шеф просить залишитися понаднормово.","['моя', 'робота', 'це', 'суцільне', 'задоволення', 'особливо', 'коли', 'шеф', 'просить', 'залишитися', 'понаднормово']",11,1
35,1944,"Так, я з радістю позичу тобі грошей. Знаєш, в мене їх просто купа.",gemini,zeroshot,"так, я з радістю позичу тобі грошей. знаєш, в мене їх просто купа.","['так', 'я', 'з', 'радістю', 'позичу', 'тобі', 'грошей', 'знаєш', 'в', 'мене', 'їх', 'просто', 'купа']",13,1
36,2224,"Обожнюю, коли в кафе подають холодну каву та черствий пиріг. Це так вишукано.",gemini,zeroshot,"обожнюю, коли в кафе подають холодну каву та черствий пиріг. це так вишукано.","['обожнюю', 'коли', 'в', 'кафе', 'подають', 'холодну', 'каву', 'та', 'черствий', 'пиріг', 'це', 'так', 'вишукано']",13,1
37,2768,"Обожнюю, коли мої плани руйнуються в останній момент. Це так несподівано і весело.",gemini,zeroshot,"обожнюю, коли мої плани руйнуються в останній момент. це так несподівано і весело.","['обожнюю', 'коли', 'мої', 'плани', 'руйнуються', 'в', 'останній', 'момент', 'це', 'так', 'несподівано', 'і', 'весело']",13,1
38,2246,Будь песимістом. Це ж так реалістично.,gemini,zeroshot,будь песимістом. це ж так реалістично.,"['будь', 'песимістом', 'це', 'ж', 'так', 'реалістично']",6,1
39,2683,"Так, так, біжу і спотикаюся.",gemini,zeroshot,"так, так, біжу і спотикаюся.","['так', 'так', 'біжу', 'і', 'спотикаюся']",5,1
40,2439,"О так, я завжди прибираю за собою посуд. Просто іноді він сам стрибає назад у раковину.",gemini,zeroshot,"о так, я завжди прибираю за собою посуд. просто іноді він сам стрибає назад у раковину.","['о', 'так', 'я', 'завжди', 'прибираю', 'за', 'собою', 'посуд', 'просто', 'іноді', 'він', 'сам', 'стрибає', 'назад', 'у', 'раковину']",16,1
41,2338,"Так, я просто обожнюю прибирати квартиру. Особливо коли після цього вона знову брудна через 5 хвилин.",gemini,zeroshot,"так, я просто обожнюю прибирати квартиру. особливо коли після цього вона знову брудна через 5 хвилин.","['так', 'я', 'просто', 'обожнюю', 'прибирати', 'квартиру', 'особливо', 'коли', 'після', 'цього', 'вона', 'знову', 'брудна', 'через', 'хвилин']",15,1
42,2239,Живи одним днем. Майбутнє не має значення.,gemini,zeroshot,живи одним днем. майбутнє не має значення.,"['живи', 'одним', 'днем', 'майбутнє', 'не', 'має', 'значення']",7,1
43,2584,"Я просто обожнюю, коли мій телефон розряджається на 1% саме в той момент, коли я намагаюся показати важливе фото.",gemini,zeroshot,"я просто обожнюю, коли мій телефон розряджається на 1% саме в той момент, коли я намагаюся показати важливе фото.","['я', 'просто', 'обожнюю', 'коли', 'мій', 'телефон', 'розряджається', 'на', 'саме', 'в', 'той', 'момент', 'коли', 'я', 'намагаюся', 'показати', 'важливе', 'фото']",18,1
44,2146,"Ця реклама настільки цікава, що я можу дивитися її годинами.",gemini,zeroshot,"ця реклама настільки цікава, що я можу дивитися її годинами.","['ця', 'реклама', 'настільки', 'цікава', 'що', 'я', 'можу', 'дивитися', 'її', 'годинами']",10,1
45,2722,Твій смак в одязі просто бездоганний. Ти схожий на клоуна.,gemini,zeroshot,твій смак в одязі просто бездоганний. ти схожий на клоуна.,"['твій', 'смак', 'в', 'одязі', 'просто', 'бездоганний', 'ти', 'схожий', 'на', 'клоуна']",10,1
46,2848,Я в повному захваті від твоєї нової зачіски. Тепер ти схожий на пуделя після дощу.,gemini,zeroshot,я в повному захваті від твоєї нової зачіски. тепер ти схожий на пуделя після дощу.,"['я', 'в', 'повному', 'захваті', 'від', 'твоєї', 'нової', 'зачіски', 'тепер', 'ти', 'схожий', 'на', 'пуделя', 'після', 'дощу']",15,1
47,2595,"Обожнюю, коли в маршрутці немає вільних місць, а ти стоїш з трьома сумками в руках. Це так допомагає розвинути координацію.",gemini,zeroshot,"обожнюю, коли в маршрутці немає вільних місць, а ти стоїш з трьома сумками в руках. це так допомагає розвинути координацію.","['обожнюю', 'коли', 'в', 'маршрутці', 'немає', 'вільних', 'місць', 'а', 'ти', 'стоїш', 'з', 'трьома', 'сумками', 'в', 'руках', 'це', 'так', 'допомагає', 'розвинути', 'координацію']",20,1
48,2492,"Так, я знову забув ключі від квартири. Але це ж так весело сидіти під дверима та чекати, поки хтось повернеться.",gemini,zeroshot,"так, я знову забув ключі від квартири. але це ж так весело сидіти під дверима та чекати, поки хтось повернеться.","['так', 'я', 'знову', 'забув', 'ключі', 'від', 'квартири', 'але', 'це', 'ж', 'так', 'весело', 'сидіти', 'під', 'дверима', 'та', 'чекати', 'поки', 'хтось', 'повернеться']",20,1
49,2835,"Я ніколи не здаюся. Ну, хіба що іноді.",gemini,zeroshot,"я ніколи не здаюся. ну, хіба що іноді.","['я', 'ніколи', 'не', 'здаюся', 'ну', 'хіба', 'що', 'іноді']",8,1
50,2085,"Так, я теж вважаю, що реклама – це найцікавіше, що є по телевізору.",gemini,zeroshot,"так, я теж вважаю, що реклама – це найцікавіше, що є по телевізору.","['так', 'я', 'теж', 'вважаю', 'що', 'реклама', 'це', 'найцікавіше', 'що', 'є', 'по', 'телевізору']",12,1
51,2656,Обожнюю спам. Це ж так цікаво читати про виграші мільйонів та збільшення різних частин тіла.,gemini,zeroshot,обожнюю спам. це ж так цікаво читати про виграші мільйонів та збільшення різних частин тіла.,"['обожнюю', 'спам', 'це', 'ж', 'так', 'цікаво', 'читати', 'про', 'виграші', 'мільйонів', 'та', 'збільшення', 'різних', 'частин', 'тіла']",15,1
52,1982,"Звісно, давай ще раз перенесемо зустріч. В мене ж часу вагон.",gemini,zeroshot,"звісно, давай ще раз перенесемо зустріч. в мене ж часу вагон.","['звісно', 'давай', 'ще', 'раз', 'перенесемо', 'зустріч', 'в', 'мене', 'ж', 'часу', 'вагон']",11,1
53,2523,"Так, я знову забув, куди поклав телефон. Але ж це така захоплююча гра - шукати його по всій квартирі.",gemini,zeroshot,"так, я знову забув, куди поклав телефон. але ж це така захоплююча гра - шукати його по всій квартирі.","['так', 'я', 'знову', 'забув', 'куди', 'поклав', 'телефон', 'але', 'ж', 'це', 'така', 'захоплююча', 'гра', 'шукати', 'його', 'по', 'всій', 'квартирі']",18,1
54,2818,"Я завжди висипаюсь. Ну, принаймні, у вихідні.",gemini,zeroshot,"я завжди висипаюсь. ну, принаймні, у вихідні.","['я', 'завжди', 'висипаюсь', 'ну', 'принаймні', 'у', 'вихідні']",7,1
55,2838,"Я ніколи не брешу. Ну, хіба що іноді.",gemini,zeroshot,"я ніколи не брешу. ну, хіба що іноді.","['я', 'ніколи', 'не', 'брешу', 'ну', 'хіба', 'що', 'іноді']",8,1
56,2737,"Звісно, запізнюватися на годину - це найкращий спосіб справити перше враження.",gemini,zeroshot,"звісно, запізнюватися на годину - це найкращий спосіб справити перше враження.","['звісно', 'запізнюватися', 'на', 'годину', 'це', 'найкращий', 'спосіб', 'справити', 'перше', 'враження']",10,1
57,2005,"З нетерпінням чекаю, коли ж нарешті винайдуть машину часу. Щоб повернутися в минуле і не зустрічати тебе.",gemini,zeroshot,"з нетерпінням чекаю, коли ж нарешті винайдуть машину часу. щоб повернутися в минуле і не зустрічати тебе.","['з', 'нетерпінням', 'чекаю', 'коли', 'ж', 'нарешті', 'винайдуть', 'машину', 'часу', 'щоб', 'повернутися', 'в', 'минуле', 'і', 'не', 'зустрічати', 'тебе']",17,1
58,2819,"Звісно, я можу тобі допомогти. Але тільки після того, як зроблю свої справи.",gemini,zeroshot,"звісно, я можу тобі допомогти. але тільки після того, як зроблю свої справи.","['звісно', 'я', 'можу', 'тобі', 'допомогти', 'але', 'тільки', 'після', 'того', 'як', 'зроблю', 'свої', 'справи']",13,1
59,2061,"Я так радий, що ти розповів мені цю плітку. Мені якраз бракувало інформації, щоб обговорити когось за спиною.",gemini,zeroshot,"я так радий, що ти розповів мені цю плітку. мені якраз бракувало інформації, щоб обговорити когось за спиною.","['я', 'так', 'радий', 'що', 'ти', 'розповів', 'мені', 'цю', 'плітку', 'мені', 'якраз', 'бракувало', 'інформації', 'щоб', 'обговорити', 'когось', 'за', 'спиною']",18,1
60,2156,"Нічого страшного, що ти розлив каву на мій новий килим. Він все одно вже був брудний.",gemini,zeroshot,"нічого страшного, що ти розлив каву на мій новий килим. він все одно вже був брудний.","['нічого', 'страшного', 'що', 'ти', 'розлив', 'каву', 'на', 'мій', 'новий', 'килим', 'він', 'все', 'одно', 'вже', 'був', 'брудний']",16,1
61,2881,"Так, давай ще раз підемо в цей магазин з хамовими продавцями і завищеними цінами.",gemini,zeroshot,"так, давай ще раз підемо в цей магазин з хамовими продавцями і завищеними цінами.","['так', 'давай', 'ще', 'раз', 'підемо', 'в', 'цей', 'магазин', 'з', 'хамовими', 'продавцями', 'і', 'завищеними', 'цінами']",14,1
62,2790,"Нічого так не бадьорить зранку, як будильник о 5:30.",gemini,zeroshot,"нічого так не бадьорить зранку, як будильник о 5:30.","['нічого', 'так', 'не', 'бадьорить', 'зранку', 'як', 'будильник', 'о']",8,1
63,2761,Обожнюю отримувати спам на пошту. Це так інформативно.,gemini,zeroshot,обожнюю отримувати спам на пошту. це так інформативно.,"['обожнюю', 'отримувати', 'спам', 'на', 'пошту', 'це', 'так', 'інформативно']",8,1
64,2679,"З нетерпінням чекаю, коли почнеться епідемія грипу. Це ж так весело хворіти.",gemini,zeroshot,"з нетерпінням чекаю, коли почнеться епідемія грипу. це ж так весело хворіти.","['з', 'нетерпінням', 'чекаю', 'коли', 'почнеться', 'епідемія', 'грипу', 'це', 'ж', 'так', 'весело', 'хворіти']",12,1
65,1929,"О, ця сукня просто чудово на тобі сидить. Аж слів бракує, щоб описати всю цю красу.",gemini,zeroshot,"о, ця сукня просто чудово на тобі сидить. аж слів бракує, щоб описати всю цю красу.","['о', 'ця', 'сукня', 'просто', 'чудово', 'на', 'тобі', 'сидить', 'аж', 'слів', 'бракує', 'щоб', 'описати', 'всю', 'цю', 'красу']",16,1
66,2576,"Я просто мрію провести вихідні, дивлячись з тобою телевізор. Особливо люблю рекламу та ток-шоу.",gemini,zeroshot,"я просто мрію провести вихідні, дивлячись з тобою телевізор. особливо люблю рекламу та ток-шоу.","['я', 'просто', 'мрію', 'провести', 'вихідні', 'дивлячись', 'з', 'тобою', 'телевізор', 'особливо', 'люблю', 'рекламу', 'та', 'ток', 'шоу']",15,1
67,1946,"О, цей запах свіжоскошеної трави... ніщо не зрівняється з ним, окрім хіба що запаху вихлопних газів.",gemini,zeroshot,"о, цей запах свіжоскошеної трави... ніщо не зрівняється з ним, окрім хіба що запаху вихлопних газів.","['о', 'цей', 'запах', 'свіжоскошеної', 'трави', 'ніщо', 'не', 'зрівняється', 'з', 'ним', 'окрім', 'хіба', 'що', 'запаху', 'вихлопних', 'газів']",16,1
68,2263,Помри. Це ж так вирішить всі проблеми.,gemini,zeroshot,помри. це ж так вирішить всі проблеми.,"['помри', 'це', 'ж', 'так', 'вирішить', 'всі', 'проблеми']",7,1
69,2080,"Я просто в захваті від чергової підвищеної ціни на бензин. Дякую, рідний уряд, що піклуєшся про моє фінансове благополуччя.",gemini,zeroshot,"я просто в захваті від чергової підвищеної ціни на бензин. дякую, рідний уряд, що піклуєшся про моє фінансове благополуччя.","['я', 'просто', 'в', 'захваті', 'від', 'чергової', 'підвищеної', 'ціни', 'на', 'бензин', 'дякую', 'рідний', 'уряд', 'що', 'піклуєшся', 'про', 'моє', 'фінансове', 'благополуччя']",19,1
70,2397,"Звичайно, я не ревную. Просто цікавлюся твоїм особистим життям.",gemini,zeroshot,"звичайно, я не ревную. просто цікавлюся твоїм особистим життям.","['звичайно', 'я', 'не', 'ревную', 'просто', 'цікавлюся', 'твоїм', 'особистим', 'життям']",9,1
71,2102,"Обожнюю, коли мені дзвонять з незнайомих номерів і мовчать в трубку. Це так інтригуюче.",gemini,zeroshot,"обожнюю, коли мені дзвонять з незнайомих номерів і мовчать в трубку. це так інтригуюче.","['обожнюю', 'коли', 'мені', 'дзвонять', 'з', 'незнайомих', 'номерів', 'і', 'мовчать', 'в', 'трубку', 'це', 'так', 'інтригуюче']",14,1
72,2220,"Я просто обожнюю, коли мій сусід зверху влаштовує вечірки до ранку. Це так допомагає мені розслабитися.",gemini,zeroshot,"я просто обожнюю, коли мій сусід зверху влаштовує вечірки до ранку. це так допомагає мені розслабитися.","['я', 'просто', 'обожнюю', 'коли', 'мій', 'сусід', 'зверху', 'влаштовує', 'вечірки', 'до', 'ранку', 'це', 'так', 'допомагає', 'мені', 'розслабитися']",16,1
73,2755,Я в захваті від своєї нової зачіски. Тепер я схожа на пуделя після дощу.,gemini,zeroshot,я в захваті від своєї нової зачіски. тепер я схожа на пуделя після дощу.,"['я', 'в', 'захваті', 'від', 'своєї', 'нової', 'зачіски', 'тепер', 'я', 'схожа', 'на', 'пуделя', 'після', 'дощу']",14,1
74,2506,"Мені подобається, коли моя кішка вирішує, що 5 ранку - це ідеальний час для ігор. Хіба може бути щось краще за ранкову зарядку?",gemini,zeroshot,"мені подобається, коли моя кішка вирішує, що 5 ранку - це ідеальний час для ігор. хіба може бути щось краще за ранкову зарядку?","['мені', 'подобається', 'коли', 'моя', 'кішка', 'вирішує', 'що', 'ранку', 'це', 'ідеальний', 'час', 'для', 'ігор', 'хіба', 'може', 'бути', 'щось', 'краще', 'за', 'ранкову', 'зарядку']",21,1
75,2382,"О, ця презентація була настільки захоплива, що я мало не заснув. Дякую, що поділився своїми глибокими думками.",gemini,zeroshot,"о, ця презентація була настільки захоплива, що я мало не заснув. дякую, що поділився своїми глибокими думками.","['о', 'ця', 'презентація', 'була', 'настільки', 'захоплива', 'що', 'я', 'мало', 'не', 'заснув', 'дякую', 'що', 'поділився', 'своїми', 'глибокими', 'думками']",17,1
76,2912,"Я просто обожнюю, коли мої друзі розповідають мені про свої успіхи. Це так мотивує мене... плакати.",gemini,zeroshot,"я просто обожнюю, коли мої друзі розповідають мені про свої успіхи. це так мотивує мене... плакати.","['я', 'просто', 'обожнюю', 'коли', 'мої', 'друзі', 'розповідають', 'мені', 'про', 'свої', 'успіхи', 'це', 'так', 'мотивує', 'мене', 'плакати']",16,1
77,1942,"Обожнюю, коли мені телефонують з незнайомих номерів і мовчать у трубку.",gemini,zeroshot,"обожнюю, коли мені телефонують з незнайомих номерів і мовчать у трубку.","['обожнюю', 'коли', 'мені', 'телефонують', 'з', 'незнайомих', 'номерів', 'і', 'мовчать', 'у', 'трубку']",11,1
78,2505,"Чудова ідея - пити холодну воду, коли болить горло. Це ж так корисно.",gemini,zeroshot,"чудова ідея - пити холодну воду, коли болить горло. це ж так корисно.","['чудова', 'ідея', 'пити', 'холодну', 'воду', 'коли', 'болить', 'горло', 'це', 'ж', 'так', 'корисно']",12,1
79,1964,"З нетерпінням чекаю, коли ж винайдуть телепорт, щоб я міг миттєво опинятися в будь-якій точці світу.",gemini,zeroshot,"з нетерпінням чекаю, коли ж винайдуть телепорт, щоб я міг миттєво опинятися в будь-якій точці світу.","['з', 'нетерпінням', 'чекаю', 'коли', 'ж', 'винайдуть', 'телепорт', 'щоб', 'я', 'міг', 'миттєво', 'опинятися', 'в', 'будь', 'якій', 'точці', 'світу']",17,1
80,2330,"Обожнюю, коли люди говорять по телефону в громадському транспорті. Це так чудово чути про всі їхні особисті проблеми та сімейні драми.",gemini,zeroshot,"обожнюю, коли люди говорять по телефону в громадському транспорті. це так чудово чути про всі їхні особисті проблеми та сімейні драми.","['обожнюю', 'коли', 'люди', 'говорять', 'по', 'телефону', 'в', 'громадському', 'транспорті', 'це', 'так', 'чудово', 'чути', 'про', 'всі', 'їхні', 'особисті', 'проблеми', 'та', 'сімейні', 'драми']",21,1
81,2181,Цей фільм – шедевр кінематографу. Я ледь не заснув на перших п'яти хвилинах.,gemini,zeroshot,цей фільм – шедевр кінематографу. я ледь не заснув на перших п'яти хвилинах.,"['цей', 'фільм', 'шедевр', 'кінематографу', 'я', 'ледь', 'не', 'заснув', 'на', 'перших', ""п'яти"", 'хвилинах']",12,1
82,1958,"Так, я з радістю поділюсь з тобою своїм десертом. Особливо останнім шматочком торта.",gemini,zeroshot,"так, я з радістю поділюсь з тобою своїм десертом. особливо останнім шматочком торта.","['так', 'я', 'з', 'радістю', 'поділюсь', 'з', 'тобою', 'своїм', 'десертом', 'особливо', 'останнім', 'шматочком', 'торта']",13,1
83,2064,"Ця поїздка була такою комфортною, що я мало не зламав собі спину.",gemini,zeroshot,"ця поїздка була такою комфортною, що я мало не зламав собі спину.","['ця', 'поїздка', 'була', 'такою', 'комфортною', 'що', 'я', 'мало', 'не', 'зламав', 'собі', 'спину']",12,1
