ConvThread,MessageID,Date,Message,UserID
46,108615,2023-09-20,"вам треба зберігати інформаційну тишу і допомагати армії та співгромадянам, які цього потребують і яким ви реально можете допомогти. Це все, що від вас вимагається.
Зради від вас нікому не треба, бо окрім того, шо ви розповсюджуєте інформацію, яка лише потенційно може мати якесь підґрунтя, а люди, які читають це, можуть зреагувати на емоціях. Ви поводитесь як арестович на мінімалках. Тільки той маніпулятор заробляє на своїх висерах, а ви безкоштовно мелете фігню.
Ще й сарказму не розумієте.
Попрацюйте підіть може, чи шо?",366738642
47,107861,2023-09-19,Я вас підарасів за вєрсту чую!,424995338
47,108138,2023-09-19,"Боже, який же феєричний довбойоб...
Ти же просто ніфіга не знаєш в цьому питанні, ні про С300, ні як ракети літають, ні які ракети залишають воронки, нічого. І щось з піною у рота доводиш що всі боти і кацапи а ти білий лицар.
Ти ж такий самий, як і орки, які цитують соловйова.
0 своїх думок, тупо повторення пропаганди і все.
ПС: не повірите, звичайно винна рашка. Офк вона винна і в тому випадку, якщо це нещасний випадок і це таки українська ракета.
Так само як і рашка винна в смерті двох поляків через українську ракету.",320970922
47,108185,2023-09-19,"Довбойоб це ти, якщо не зрозумів що це був сарказм, бо їбанати зверху писали що це харм, бук і ще якась хуйня",424995338
48,102393,2023-09-09,"Обожнюю дописи з позитивними та негативними новинами водночас, адже стає зрозумілим, що користувачі, які поставили ❤️ - русофіли, бо підтримують заклик Ердогана, а користувачі, які поставили 😡 - расисти, бо проти того, що Індія змінила назву, а Африканський союз став постійним членом G20...",474727790
48,102406,2023-09-09,"А чому ви вирішили, що люди поставили 😡 саме під ту новину, що вам захотілось? Може вони так виразили своє відношення до Ердогана і його закликів піти на поступки парашці?",5251464538
48,102407,2023-09-09,"Це сарказм! Я мав на увазі, що емодзі під дописами з позитивними та негативними новинами дуже не однозначні...",474727790
49,101351,2023-09-07,"То був сарказм, пане.",467660602
50,97496,2023-09-01,"Є така шткука на світі, тролінгом називається",1867768513
50,100385,2023-09-06,"Тролінг як глузування, чи як знущання? Бо якщо ви використовували тролінг як глузування то якраз ваша спроба викликає фейспалм. А якщо як знущання, то це взагалі недоречно і тупо.",668925216
50,100411,2023-09-06,"Чітко бачу що дехто не розуміє сарказму. В природі немає прямих ліній. В данному контексті на плитці лишилися сліди літер з яких було складено слово. Гляньте що було там написано. Літери прибрали, як і ідею того що несло те слово але з самого початку незалежності те гівно так і не пішло з наших країв. Тому ніби і немає а по факту є в вигляді тих хто чекає русню",1867768513
51,99615,2023-09-05,"Жеваго не віддає Франція, бо він в них купив готель за 38 лямів",362653378
51,99633,2023-09-05,Так його хіба з готелем екстрадувати хочуть? Най собі той готель лишається 🤣,266181582
51,99695,2023-09-05,"Офіційна причина: ой там війна, суди погано працюють. 
Це просто приклад країни без корупції яка допамагає Україні боротися з нею ж. /сарказм)",362653378
52,97151,2023-08-31,"Ну чоловік був пʼяний, як ніяк помʼякшувальна обставина (жарт)",331047425
52,97154,2023-08-31,"До речі, так. Поліцейський ще тверезий був. То взагалі.жах Тверезий з пістолетом на бухого з голими кулаками.",1886275248
52,97160,2023-08-31,Це сарказм?)),331047425
53,96624,2023-08-31,Поважати себе і звільнитись,374263208
53,96647,2023-08-31,У нас же все так добре в країні з робочими місцями. Давайте заільнимо кілька тисяч низько-кваліфікованих в більшосьі людей які працюють в Ашані🤡,356656729
53,96718,2023-08-31,"ашан ще сильно розвернув програму допомоги і бере на роботу людей, яким взагалі важко роботу знайти. їх теж треба на вулицю вигнати. ага (це сарказм, якщо що)",289190342
54,93774,2023-08-28,Може ми всі не зрозуміли його сарказму? Може він як Ренді з південного парку?,340697390
55,92430,2023-08-25,Якщо що мої два попередні повідомлення це сарказм і висміювання росні,1622796049
56,90025,2023-08-22,"Але дійсно, якщо не читаючи текст спершу глянути на отой маленький прапор на картинці, то можна подумати,  що то кацапська ганчірка, зелений не сильно там відрізняється від синього)))",1408306739
56,90026,2023-08-22,"Не знаю, мені в очі кидаються, коли люди прапор Люксембурга замість прапора Нідерландів ставлять. І навіть прапори Індонезії🇮🇩 та Монако🇲🇨 з першого погляду відрізняю
Тому для мене дивно, ""як ви цього не помічаєте""😅 Але все норм, я розумію, що очі у нас не однакові",386803683
56,90032,2023-08-22,"Таки дійсно, у Вас якісь мега очі (без тіні сарказму), бо я різниці в прапорах Індонезії і Монако точно не побачила 😂

Upd. Загуглила і бачу, що різниця тільки в розмірі, а з кольорами все те саме.",1408306739
57,89118,2023-08-20,"Дуже вдалий жарт, хто сарказм зрозумів, той пойняв, шо нехуй такі питання більше ставити",5280134915
58,83199,2023-08-08,Дякуємо лнр)),1724633715
58,83201,2023-08-08,Тут написано що це країна....,438629822
58,83204,2023-08-08,С- сарказм),1724633715
59,81190,2023-08-04,"Ти чогось незадоволений, що хтось займається хоч чимось, на відміну від тебе, диванного експерта?",5732927749
59,81192,2023-08-04,"Ти чого бабуїниш? Кажу ж, хочу більше інфи на цю тему, а ти трігеришся відразу. Відпочивай у своїй пусі, спок",204704161
59,81195,2023-08-04,"Та кому ти заливаєш, клавн? Вірю, я повірив в очевидний сарказм. Йди поплач, жалюгідне, і другу небінарну трансгендерну матінку неандрнтальского походження обійми)",5732927749
60,80245,2023-08-03,"шо ви до нього доколупались, не можна сміятись з хворих та людей які в скруті, а тут комбо (сарказм)",325613825
61,80021,2023-08-02,"іноді ахуєваю з того, як деякі люди не можуть розпізнати очевидний сарказм чи іронію...",208222077
62,79426,2023-08-01,"Головне, що ""слуги народу"" на фронті (сарказм якщо що). Доречі, хтось знає хоч одного депутата від ""слуг"", який служить?",5770950027
63,78845,2023-07-31,"Яких ще зернових культур? Культура тільки одна, а не оце понавидумували, фізкультура, зернова культура, культура поведінки.. Не применшуйте КУЛЬТУРУ — сукупність матеріальних і духовних цінностей, створених людством протягом його історії; історично набутий набір правил усередині соціуму для його збереження та гармонізації.",510741706
63,78846,2023-07-31,"Культурні рослини — рослини, вирощувані людством для отримання харчових продуктів, кормів в сільському господарстві, ліків, промислової та іншої сировини, інших цілей в задоволенні потреб людини. Історія культурних рослин простежується з першого вибору рослин, який відбувся в аграрній революції неоліту до перших записів іменування рослин, зроблених римлянами. 
Ви самі пишете Фізичних ціностей під що підпадає якраз зернова культура з якої роблять хліб який є невідємною частиною в духовних традиціях.",678233014
63,78850,2023-07-31,"Я наступного разу табличку ""сарказм"" приліплю.",510741706
64,77863,2023-07-30,"Вже втомилась це людям доносити.
Я живу життя, як і жив, але гордо називаю це економічним фронтом",733856056
64,77886,2023-07-30,Це сарказм?,389299552
64,77970,2023-07-30,"Так, це сарказм.
Не розумію, що в голові людей, які так мислять і сміють називати свої будні фронтом. Коли справжній фронт - це смерть, це ризик загинути. І називати будь-яку свою діяльність фронтом може лише повний йолоп. Просто вже втомилась сперечатися з людьми через це.",733856056
65,77886,2023-07-30,Це сарказм?,389299552
66,74561,2023-07-25,"Друзі заспокійтесь, людині важко, вона втомилася, давайте зрозуміємо його, ну кому не хочеться на Мальдіви, відпочити від війни. Це сарказм.",1185578270
67,70522,2023-07-19,"це було риторичне питання з ноткою сарказму, але ж тут всі економісти сурйозні 🤡",465148423
68,70409,2023-07-19,"Ну так шоб звинуватити ЗСУ і Байдена. Вони ж самі себе обстрілюють, то може і склад бк самі собі підривають. ""умом болота нє панять.."" (іронія, сарказм, гумореска)",383757017
68,70413,2023-07-19,"та для такого фіганули б взрив-пакєта, кругом би насипали деталей зі шторм шедоу і бігали б уже з камерами. а таке шоб тушить ще два дні, то навряд. хоча... може шось вийшло з-під контролю",156037179
68,70417,2023-07-19,"Тому для уникнення непорозумінь я написала, що це ""іронія, сарказм, гумореска"". Звісно, прилетіло їм туди, куди треба. Але як вони стверджують, що українці самі себе обстрілюють, то і ми можемо умити ручки і з цікавістю спостерігати за щурячими перегонами пропаганди.",383757017
69,70397,2023-07-19,Так якщо це на полігоні - може то вони самі підривають?..,399773033
69,70399,2023-07-19,шоб шо,156037179
69,70409,2023-07-19,"Ну так шоб звинуватити ЗСУ і Байдена. Вони ж самі себе обстрілюють, то може і склад бк самі собі підривають. ""умом болота нє панять.."" (іронія, сарказм, гумореска)",383757017
70,68378,2023-07-15,Чомусь сприймається як сарказм і заход на жарт😅,498591735
71,67378,2023-07-13,Приклад 'дипломатичної' освіти (сарказм). Стидно за таку поведінку Президента.,911255665
72,66413,2023-07-12,"Точнно,то пан Бен і США влаштували?",503318278
72,66420,2023-07-12,"а хіба в моєму коментарі, щось є про них?  там тільки про вдячність і пропозиція приїхати до міста )",510361798
72,66428,2023-07-12,Не тільки ви вмієте в іронію і сарказм,503318278
73,65443,2023-07-11,"""Жінка-тенісист"", в продовження коментарів до попереднього посту)))",429837813
73,65450,2023-07-11,"народний характер української мови говорить про те, що фемінітиви більш, ніж питомі, для нашого слововжитку, досить виправляти це на абсурд",398658623
73,65756,2023-07-12,То ж був сарказм...,1384799113
74,64682,2023-07-10,"Обля, а шо так можна було?! Якщо без сарказму, то дивно, що то тільки зараз вирішили",429837813
75,63876,2023-07-08,"Трохи занадто, нє?",352641698
75,63880,2023-07-08,"Нє, це ще мало, треба побільше привітань",1245606548
75,63896,2023-07-08,"Сарказм, сподіваюсь?)",352641698
76,63732,2023-07-07,"Серйозно, а я і не знав.(це сарказм)",1138266149
77,60204,2023-07-02,"В Україні ще не користувалась , але коли закордоном і нічні потяги завжди їзжу в жіночому вагоні. 

Не зовсім розумію цих всіх людей чоловічої статі і їх обурення. 

Таке враження ніби обурюються якраз ті, котрим не випаде можливість поприставати до жінок. Огидно від цієї реакції, ви нарешті маєте зрозуміти що з деякими чоловіками їздити небезпечно, згадайте ситуацію як 2 чоловіків зґвалтували дівчину в купе. Або як що не так жостко, то хлопці всі хроплять і в них дуже воняють шкарпетки я не кажу прям у всіх чоловіків але більшість такі. А ми жінки схильні до того що б доглядати за собою і нам важко бути в тій атмосфері де вічно смердить і є ризик що тебе можуть зґвалтувати.",428870695
77,60213,2023-07-02,"Храп та сморід ґендерна проблема, так",536350845
77,60279,2023-07-02,Мені подобається як сігма мейли реагують на сарказм смайликами з кловнами,536350845
78,59453,2023-07-01,"Твій рівень життя сказав, абєзяна дурна.",752697455
78,59455,2023-07-01,"що корисного взяти з довбня, правильно, нічого! Ва всьом вінавата карупция, дєлайтє штота, нада штота лдєлать самая карумпіраваная страна в європє!!! кончена мразь тупа!",337333484
78,59460,2023-07-01,"Тобто на твою думку з корупцією нічого не потрібно робити? І так, ти своїм тупорилим сарказмом істину кажеш – найкорумпірованіша країна в усій гейропці. А з приводу робити — вже пізно, якщо ти вмієш пальчиками в екран тикати, то твоїй мамаші-алкоголічці вже аборта не зробиш.",752697455
79,59175,2023-07-01,потрібно в Африку їхать),5069866189
79,59186,2023-07-01,Додивилися до кінця?,230837638
79,59192,2023-07-01,"так, звійсно то був сарказм, типу на пару днів то нічого не дасть",5069866189
80,58129,2023-06-29,"9 дорослих + 3 дітей
Це скільки?",288991981
80,58130,2023-06-29,"Ви викладачка математики?
Дякую за арифметику 😡 людині вже й помилитися не можна. Доброго ранку!
Засуньте свій сарказм в одне місце
Таке горе, а Ви....",662156384
80,58131,2023-06-29,"Я абсолютно без якогось сарказму чи злого підтексту 
Вибачаюсь, якщо вам здалось інакше",288991981
81,58127,2023-06-29,В інших джерелах 12,662156384
81,58129,2023-06-29,"9 дорослих + 3 дітей
Це скільки?",288991981
81,58130,2023-06-29,"Ви викладачка математики?
Дякую за арифметику 😡 людині вже й помилитися не можна. Доброго ранку!
Засуньте свій сарказм в одне місце
Таке горе, а Ви....",662156384
82,56345,2023-06-26,"В Україні антисемітизму немає, це можна побачити по коментах в цій гілці",379590333
82,56409,2023-06-26,"Нажаль, це не є правдою. 
Наприклад у Дніпрі, якраз перед початком віни на новий рік коли євреї відзначають Хануку декілька підлітків завалили ханукію.
Вразило не дії цих підлітків а коменти які писали люди у локальних телеграм каналах. Вони були сповнені ненависті до єврайсього народу.
Дніпро на хвилинку має одну з найбільших діаспор єврейського народу в Україні.

Тож працювати нам над антисемитизмом ще дуже довго",571022497
82,56450,2023-06-26,"це був сарказм , напевно. що багато повідомлень повидаляли",379590333
83,50013,2023-06-21,"Саме тому я уточнила про росію.
Бо весь світ має шось з цим робити, бо це не ок. А там хвй буде ок.",803190318
83,50014,2023-06-21,"Ну я саме на ваш вислів, що смішно, шо людина може в 92 роки вчинити самогубство. Я відповіла, шо це тенденція",733216642
83,50016,2023-06-21,"Я зрозуміла) мій сарказм напрвлений на діда виключно через його громадянство, а не ситуацію вцілому)",803190318
84,46688,2023-06-16,"Та блін, скоро можна буде їсти саму моркву та картоплю з цибулею. І то,  картопля буде під питанням",731321797
84,47279,2023-06-16,Та ну чого ви. Є багато брендів які навіть не заходили на ринок рашки. Є багато чого виготовлено в Україні. Ви здивуєтесь скільки шоколаду робить Польша. А ще не забувайте про Львівську майстерню шоколаду. Є дуже багато відповідальних брендів.,461077276
84,47282,2023-06-16,Дякую за розгорнуту відповідь (без сарказму) але я скоріше нила-жартувала 😜,731321797
85,43939,2023-06-12,Це був сарказм 😉,864334606
86,43857,2023-06-12,"Бубочка,ти дуже вихована людина,дякую( не сарказм)",864334606
87,42830,2023-06-10,"Я надіюсь, що передостанній пункт - це сарказм",1086571740
88,42779,2023-06-10,Шостий це ж сарказм? Бо я проголосувала як за сарказм,535207588
89,42610,2023-06-10,Сподіваюся передостаній варіант про Дом це сарказм? Бо я проголосувала за нього саме в саркастичному тоні,5543097617
90,41734,2023-06-08,а шо  толку від інших українців які репостять в своїх сторіс і так далі,774478543
90,41749,2023-06-08,Сарказм чи не зрозуміле пояснення?,76894789
90,41785,2023-06-08,шось на сарказм не дуже схоже:(,774478543
91,41728,2023-06-08,Так а шо толку???,76894789
91,41734,2023-06-08,а шо  толку від інших українців які репостять в своїх сторіс і так далі,774478543
91,41749,2023-06-08,Сарказм чи не зрозуміле пояснення?,76894789
92,38091,2023-06-04,Це сарказм,1079699362
93,36916,2023-06-02,"Якщо, що мій коментар був сарказмом.",380924336
94,36607,2023-06-02,"Та малий щось теж не дуже веселий, більше сарказм в нього в голосі чуть, імхо.",933843111
95,34088,2023-05-30,"Ви б воліли , щоб на деревах замість листя росли гроші ?",700750795
95,34092,2023-05-30,Це уникнення відповіді,393806566
95,34095,2023-05-30,"Яке запитання - така буде і відповідь. Якщо погано х розумінням сарказму,  то це ваші особисті проблеми влізання в чужі діалоги ))) цьом цьом",700750795
96,29676,2023-05-24,Не пройшло і сто років,564597744
96,29680,2023-05-24,пройшло,502883660
96,29691,2023-05-24,Це сарказм.) я знаю,564597744
97,28964,2023-05-23,"Мені справді (без іронії та сарказму) було б цікаво почитати їх. Тільки саме наукові, а не журналістські з вибіркою в 1000 чоловік. Якщо є посилання - киньте в пп.",936670030
