,Unnamed: 0,text,llm,prompting,text_mod,tokens,num_words,is_sarcastic
10,4980,"Так, кава зі звичайного автомата - це точно те ж саме, що і в кафе по п’ять зірок.",openai,zeroshot,"так, кава зі звичайного автомата - це точно те ж саме, що і в кафе по п’ять зірок.","['так', 'кава', 'зі', 'звичайного', 'автомата', 'це', 'точно', 'те', 'ж', 'саме', 'що', 'і', 'в', 'кафе', 'по', 'п’ять', 'зірок']",17,1
11,5341,"Ні, справді, твій п’ятнадцятий селфі сьогодні виглядає насправді інакше.",openai,zeroshot,"ні, справді, твій п’ятнадцятий селфі сьогодні виглядає насправді інакше.","['ні', 'справді', 'твій', 'п’ятнадцятий', 'селфі', 'сьогодні', 'виглядає', 'насправді', 'інакше']",9,1
12,4752,"Так, я реально обожнюю випадкові дзвінки на номер, який мені здається незнайомим. Неймовірне відчуття.",openai,zeroshot,"так, я реально обожнюю випадкові дзвінки на номер, який мені здається незнайомим. неймовірне відчуття.","['так', 'я', 'реально', 'обожнюю', 'випадкові', 'дзвінки', 'на', 'номер', 'який', 'мені', 'здається', 'незнайомим', 'неймовірне', 'відчуття']",14,1
13,4922,"Мабуть, справжнє задоволення слухати, як ти жуєш з відкритим ротом цілий обід, таке музичне супроводження.",openai,zeroshot,"мабуть, справжнє задоволення слухати, як ти жуєш з відкритим ротом цілий обід, таке музичне супроводження.","['мабуть', 'справжнє', 'задоволення', 'слухати', 'як', 'ти', 'жуєш', 'з', 'відкритим', 'ротом', 'цілий', 'обід', 'таке', 'музичне', 'супроводження']",15,1
14,5076,"Дякую, що поділився цією статтею про політику. Ти відкрив мені очі на стільки нової інформації! Зовсім не знаю, що б я без тебе робив.",openai,zeroshot,"дякую, що поділився цією статтею про політику. ти відкрив мені очі на стільки нової інформації! зовсім не знаю, що б я без тебе робив.","['дякую', 'що', 'поділився', 'цією', 'статтею', 'про', 'політику', 'ти', 'відкрив', 'мені', 'очі', 'на', 'стільки', 'нової', 'інформації', 'зовсім', 'не', 'знаю', 'що', 'б', 'я', 'без', 'тебе', 'робив']",24,1
15,4921,"Так, звичайно, краще всього обговорювати складні робочі питання за п'ятдесят хвилин до кінця п'ятниці, коли всі вже душею на вихідних.",openai,zeroshot,"так, звичайно, краще всього обговорювати складні робочі питання за п'ятдесят хвилин до кінця п'ятниці, коли всі вже душею на вихідних.","['так', 'звичайно', 'краще', 'всього', 'обговорювати', 'складні', 'робочі', 'питання', 'за', ""п'ятдесят"", 'хвилин', 'до', 'кінця', ""п'ятниці"", 'коли', 'всі', 'вже', 'душею', 'на', 'вихідних']",20,1
16,4858,"Ти точно знаєш, як підняти мій настрій, розповідаючи про свої подвиги в групових бесідах додому.",openai,zeroshot,"ти точно знаєш, як підняти мій настрій, розповідаючи про свої подвиги в групових бесідах додому.","['ти', 'точно', 'знаєш', 'як', 'підняти', 'мій', 'настрій', 'розповідаючи', 'про', 'свої', 'подвиги', 'в', 'групових', 'бесідах', 'додому']",15,1
17,4709,"Неймовірно, автобус нарешті прибув тільки з 40-хвилинним запізненням.",openai,zeroshot,"неймовірно, автобус нарешті прибув тільки з 40-хвилинним запізненням.","['неймовірно', 'автобус', 'нарешті', 'прибув', 'тільки', 'з', 'запізненням']",7,1
18,5174,"Оу, твоя нова зачіска така непередбачувана, особливо з тими зеленими пасмами.",openai,zeroshot,"оу, твоя нова зачіска така непередбачувана, особливо з тими зеленими пасмами.","['оу', 'твоя', 'нова', 'зачіска', 'така', 'непередбачувана', 'особливо', 'з', 'тими', 'зеленими', 'пасмами']",11,1
19,5385,"Я вдячний за кожен голосний відеодзвінок у публічному місці, так і має бути!",openai,zeroshot,"я вдячний за кожен голосний відеодзвінок у публічному місці, так і має бути!","['я', 'вдячний', 'за', 'кожен', 'голосний', 'відеодзвінок', 'у', 'публічному', 'місці', 'так', 'і', 'має', 'бути']",13,1
20,5164,"О, велике дякую, що ви нарешті відповіли на мій email після тільки двох місяців, я вже подумав ви забули про мене.",openai,zeroshot,"о, велике дякую, що ви нарешті відповіли на мій  після тільки двох місяців, я вже подумав ви забули про мене.","['о', 'велике', 'дякую', 'що', 'ви', 'нарешті', 'відповіли', 'на', 'мій', 'після', 'тільки', 'двох', 'місяців', 'я', 'вже', 'подумав', 'ви', 'забули', 'про', 'мене']",20,1
21,4763,"Так, цей новий телевізійний шоу, де всі говорять одне і те ж. Настільки оригінально!",openai,zeroshot,"так, цей новий телевізійний шоу, де всі говорять одне і те ж. настільки оригінально!","['так', 'цей', 'новий', 'телевізійний', 'шоу', 'де', 'всі', 'говорять', 'одне', 'і', 'те', 'ж', 'настільки', 'оригінально']",14,1
22,4995,"Чудово, ще одна погода 'сюрприз' в нашому місті. Хто б міг подумати, що буде дощ?",openai,zeroshot,"чудово, ще одна погода 'сюрприз' в нашому місті. хто б міг подумати, що буде дощ?","['чудово', 'ще', 'одна', 'погода', 'сюрприз', 'в', 'нашому', 'місті', 'хто', 'б', 'міг', 'подумати', 'що', 'буде', 'дощ']",15,1
23,4637,"Супер, ще одна зустріч, якої ніхто не хоче. Це зробить наш день!",openai,zeroshot,"супер, ще одна зустріч, якої ніхто не хоче. це зробить наш день!","['супер', 'ще', 'одна', 'зустріч', 'якої', 'ніхто', 'не', 'хоче', 'це', 'зробить', 'наш', 'день']",12,1
24,4648,"О, мій комп'ютер знову завис, я так цього чекав!",openai,zeroshot,"о, мій комп'ютер знову завис, я так цього чекав!","['о', 'мій', ""комп'ютер"", 'знову', 'завис', 'я', 'так', 'цього', 'чекав']",9,1
25,4948,"Тільки подивіться, як зручно розмістила справи! Все потрібно зробити до вчора.",openai,zeroshot,"тільки подивіться, як зручно розмістила справи! все потрібно зробити до вчора.","['тільки', 'подивіться', 'як', 'зручно', 'розмістила', 'справи', 'все', 'потрібно', 'зробити', 'до', 'вчора']",11,1
26,5105,"Чудово, що ти вирішив постити кожну деталь свого тренування. Так, кожен хоче знати про твої 5 секунд на біговій доріжці!",openai,zeroshot,"чудово, що ти вирішив постити кожну деталь свого тренування. так, кожен хоче знати про твої 5 секунд на біговій доріжці!","['чудово', 'що', 'ти', 'вирішив', 'постити', 'кожну', 'деталь', 'свого', 'тренування', 'так', 'кожен', 'хоче', 'знати', 'про', 'твої', 'секунд', 'на', 'біговій', 'доріжці']",19,1
27,4774,"Звісно, я хочу почути ще один твій довгий монолог про те, як ти змінюєш світ. Не можу дочекатися!",openai,zeroshot,"звісно, я хочу почути ще один твій довгий монолог про те, як ти змінюєш світ. не можу дочекатися!","['звісно', 'я', 'хочу', 'почути', 'ще', 'один', 'твій', 'довгий', 'монолог', 'про', 'те', 'як', 'ти', 'змінюєш', 'світ', 'не', 'можу', 'дочекатися']",18,1
28,5177,"Уяви собі, що техніка в офісі поламалась знову. Я вражений!",openai,zeroshot,"уяви собі, що техніка в офісі поламалась знову. я вражений!","['уяви', 'собі', 'що', 'техніка', 'в', 'офісі', 'поламалась', 'знову', 'я', 'вражений']",10,1
29,5247,"О, великі чеки за комунальні послуги, саме те, що потрібно для моєї економії!",openai,zeroshot,"о, великі чеки за комунальні послуги, саме те, що потрібно для моєї економії!","['о', 'великі', 'чеки', 'за', 'комунальні', 'послуги', 'саме', 'те', 'що', 'потрібно', 'для', 'моєї', 'економії']",13,1
30,4910,"Так, я в захваті від того, як ти витратив всі гроші з нашого спільного бюджету. Вкладення в п'ять зіркових вечерей випростить усі фінансові плани.",openai,zeroshot,"так, я в захваті від того, як ти витратив всі гроші з нашого спільного бюджету. вкладення в п'ять зіркових вечерей випростить усі фінансові плани.","['так', 'я', 'в', 'захваті', 'від', 'того', 'як', 'ти', 'витратив', 'всі', 'гроші', 'з', 'нашого', 'спільного', 'бюджету', 'вкладення', 'в', ""п'ять"", 'зіркових', 'вечерей', 'випростить', 'усі', 'фінансові', 'плани']",24,1
31,5059,"Звісно, мене ніщо так не розслабляє, як твої історії про колишніх.",openai,zeroshot,"звісно, мене ніщо так не розслабляє, як твої історії про колишніх.","['звісно', 'мене', 'ніщо', 'так', 'не', 'розслабляє', 'як', 'твої', 'історії', 'про', 'колишніх']",11,1
32,5175,Ти з'їв усі печива? Як несподівано!,openai,zeroshot,ти з'їв усі печива? як несподівано!,"['ти', ""з'їв"", 'усі', 'печива', 'як', 'несподівано']",6,1
33,4734,"Так, я люблю працювати з тобою... особливо коли ти мене ігноруєш.",openai,zeroshot,"так, я люблю працювати з тобою... особливо коли ти мене ігноруєш.","['так', 'я', 'люблю', 'працювати', 'з', 'тобою', 'особливо', 'коли', 'ти', 'мене', 'ігноруєш']",11,1
34,5085,"О, ти кажеш, що щасливий понеділок? Точно, немає нічого краще, ніж починати робочий тиждень!",openai,zeroshot,"о, ти кажеш, що щасливий понеділок? точно, немає нічого краще, ніж починати робочий тиждень!","['о', 'ти', 'кажеш', 'що', 'щасливий', 'понеділок', 'точно', 'немає', 'нічого', 'краще', 'ніж', 'починати', 'робочий', 'тиждень']",14,1
35,4977,"О, ти встав о 10 ранку? Якого героїка, прямо нема слів!",openai,zeroshot,"о, ти встав о 10 ранку? якого героїка, прямо нема слів!","['о', 'ти', 'встав', 'о', 'ранку', 'якого', 'героїка', 'прямо', 'нема', 'слів']",10,1
36,5363,Що? Неввічливий продавець у магазині? Ну це повне здивування!,openai,zeroshot,що? неввічливий продавець у магазині? ну це повне здивування!,"['що', 'неввічливий', 'продавець', 'у', 'магазині', 'ну', 'це', 'повне', 'здивування']",9,1
37,4712,"Так, ти правий, те що тільки тобі подобається, напевно найкраще на світі.",openai,zeroshot,"так, ти правий, те що тільки тобі подобається, напевно найкраще на світі.","['так', 'ти', 'правий', 'те', 'що', 'тільки', 'тобі', 'подобається', 'напевно', 'найкраще', 'на', 'світі']",12,1
38,5186,"О, чудово, що на важливій зустрічі всі забули про мій доповідь, я дуже радий!",openai,zeroshot,"о, чудово, що на важливій зустрічі всі забули про мій доповідь, я дуже радий!","['о', 'чудово', 'що', 'на', 'важливій', 'зустрічі', 'всі', 'забули', 'про', 'мій', 'доповідь', 'я', 'дуже', 'радий']",14,1
39,5152,"О так, звичайно, саме в той момент, коли я вирішив вийти на прогулянку, починається дощ. Як на замовлення!",openai,zeroshot,"о так, звичайно, саме в той момент, коли я вирішив вийти на прогулянку, починається дощ. як на замовлення!","['о', 'так', 'звичайно', 'саме', 'в', 'той', 'момент', 'коли', 'я', 'вирішив', 'вийти', 'на', 'прогулянку', 'починається', 'дощ', 'як', 'на', 'замовлення']",18,1
40,5420,"Ага, і на Марсі точно всі на тебе чекають з нетерпінням.",openai,zeroshot,"ага, і на марсі точно всі на тебе чекають з нетерпінням.","['ага', 'і', 'на', 'марсі', 'точно', 'всі', 'на', 'тебе', 'чекають', 'з', 'нетерпінням']",11,1
41,4943,"Чудова погода сьогодні, правда? Люблю коли дощ змішується з градом!",openai,zeroshot,"чудова погода сьогодні, правда? люблю коли дощ змішується з градом!","['чудова', 'погода', 'сьогодні', 'правда', 'люблю', 'коли', 'дощ', 'змішується', 'з', 'градом']",10,1
42,4843,"Обожнюю стояти в пробках, особливо коли поспішаю, це так заспокоює!",openai,zeroshot,"обожнюю стояти в пробках, особливо коли поспішаю, це так заспокоює!","['обожнюю', 'стояти', 'в', 'пробках', 'особливо', 'коли', 'поспішаю', 'це', 'так', 'заспокоює']",10,1
43,5486,"Сусіди вирішили влаштувати вечірку в середу вночі? Прекрасно, кому потрібен сон?",openai,zeroshot,"сусіди вирішили влаштувати вечірку в середу вночі? прекрасно, кому потрібен сон?","['сусіди', 'вирішили', 'влаштувати', 'вечірку', 'в', 'середу', 'вночі', 'прекрасно', 'кому', 'потрібен', 'сон']",11,1
44,5431,"О, так, твоя щоденна рутина в Instagram - саме те, що робить світ кращим.",openai,zeroshot,"о, так, твоя щоденна рутина в  - саме те, що робить світ кращим.","['о', 'так', 'твоя', 'щоденна', 'рутина', 'в', 'саме', 'те', 'що', 'робить', 'світ', 'кращим']",12,1
45,4639,"О, велике спасибі за твій цінний коментар, без нього я б не знав, що робити.",openai,zeroshot,"о, велике спасибі за твій цінний коментар, без нього я б не знав, що робити.","['о', 'велике', 'спасибі', 'за', 'твій', 'цінний', 'коментар', 'без', 'нього', 'я', 'б', 'не', 'знав', 'що', 'робити']",15,1
46,4936,"О, ідеально, коли люди кажуть 'тобі пощастить' після кожного твого невдалого спроби. Це так підбадьорює!",openai,zeroshot,"о, ідеально, коли люди кажуть 'тобі пощастить' після кожного твого невдалого спроби. це так підбадьорює!","['о', 'ідеально', 'коли', 'люди', 'кажуть', 'тобі', 'пощастить', 'після', 'кожного', 'твого', 'невдалого', 'спроби', 'це', 'так', 'підбадьорює']",15,1
47,4861,"Так, твоя постійна критика в соцмережах – це саме те, що робить мій день яскравішим.",openai,zeroshot,"так, твоя постійна критика в соцмережах – це саме те, що робить мій день яскравішим.","['так', 'твоя', 'постійна', 'критика', 'в', 'соцмережах', 'це', 'саме', 'те', 'що', 'робить', 'мій', 'день', 'яскравішим']",14,1
48,5286,"Ах так, і в мене точно є час слухати про всі твої проблеми знову і знову.",openai,zeroshot,"ах так, і в мене точно є час слухати про всі твої проблеми знову і знову.","['ах', 'так', 'і', 'в', 'мене', 'точно', 'є', 'час', 'слухати', 'про', 'всі', 'твої', 'проблеми', 'знову', 'і', 'знову']",16,1
49,5061,"Ні, я точно не забув про те, що сьогодні наша річниця. Це просто сюрприз!",openai,zeroshot,"ні, я точно не забув про те, що сьогодні наша річниця. це просто сюрприз!","['ні', 'я', 'точно', 'не', 'забув', 'про', 'те', 'що', 'сьогодні', 'наша', 'річниця', 'це', 'просто', 'сюрприз']",14,1
50,5394,"Великий аплодисмент водіям, що не вмікають поворотник. Ви заслужили оскар за загадковість.",openai,zeroshot,"великий аплодисмент водіям, що не вмікають поворотник. ви заслужили оскар за загадковість.","['великий', 'аплодисмент', 'водіям', 'що', 'не', 'вмікають', 'поворотник', 'ви', 'заслужили', 'оскар', 'за', 'загадковість']",12,1
51,4809,"Що може бути кращим, ніж обмежений кіберспорт у важливі моменти гри! Емоції зашкалюють!",openai,zeroshot,"що може бути кращим, ніж обмежений кіберспорт у важливі моменти гри! емоції зашкалюють!","['що', 'може', 'бути', 'кращим', 'ніж', 'обмежений', 'кіберспорт', 'у', 'важливі', 'моменти', 'гри', 'емоції', 'зашкалюють']",13,1
52,4769,"Звичайно, я з нетерпінням чекаю дорожніх заторів у годину пік. Це моменти насолоди.",openai,zeroshot,"звичайно, я з нетерпінням чекаю дорожніх заторів у годину пік. це моменти насолоди.","['звичайно', 'я', 'з', 'нетерпінням', 'чекаю', 'дорожніх', 'заторів', 'у', 'годину', 'пік', 'це', 'моменти', 'насолоди']",13,1
53,4969,"Звичайно, закривати двері за собою – це для інших. Ти ж князь.",openai,zeroshot,"звичайно, закривати двері за собою – це для інших. ти ж князь.","['звичайно', 'закривати', 'двері', 'за', 'собою', 'це', 'для', 'інших', 'ти', 'ж', 'князь']",11,1
54,4723,"Неймовірно, відключення електрики саме коли я варю каву - це моє улюблене.",openai,zeroshot,"неймовірно, відключення електрики саме коли я варю каву - це моє улюблене.","['неймовірно', 'відключення', 'електрики', 'саме', 'коли', 'я', 'варю', 'каву', 'це', 'моє', 'улюблене']",11,1
55,5395,"Я вдячний за те, що кожен епізод мого улюбленого серіалу закінчується кліфхенгером. Чудово для моїх нервів!",openai,zeroshot,"я вдячний за те, що кожен епізод мого улюбленого серіалу закінчується кліфхенгером. чудово для моїх нервів!","['я', 'вдячний', 'за', 'те', 'що', 'кожен', 'епізод', 'мого', 'улюбленого', 'серіалу', 'закінчується', 'кліфхенгером', 'чудово', 'для', 'моїх', 'нервів']",16,1
56,5055,"Чудово, що ти постійно забуваєш паролі. Це змушує тебе щоразу вигадувати щось нове!",openai,zeroshot,"чудово, що ти постійно забуваєш паролі. це змушує тебе щоразу вигадувати щось нове!","['чудово', 'що', 'ти', 'постійно', 'забуваєш', 'паролі', 'це', 'змушує', 'тебе', 'щоразу', 'вигадувати', 'щось', 'нове']",13,1
57,4753,"Чудово, ще одне незаплановане зібрання. Не могло статися краще.",openai,zeroshot,"чудово, ще одне незаплановане зібрання. не могло статися краще.","['чудово', 'ще', 'одне', 'незаплановане', 'зібрання', 'не', 'могло', 'статися', 'краще']",9,1
58,5136,"Так, застрягти у ліфті - це так здорово. Супер спосіб зробити день цікавішим!",openai,zeroshot,"так, застрягти у ліфті - це так здорово. супер спосіб зробити день цікавішим!","['так', 'застрягти', 'у', 'ліфті', 'це', 'так', 'здорово', 'супер', 'спосіб', 'зробити', 'день', 'цікавішим']",12,1
59,4662,"О, мільйонний вірус в інтернеті, жодних сумнівів що ти абсолютно безпечний.",openai,zeroshot,"о, мільйонний вірус в інтернеті, жодних сумнівів що ти абсолютно безпечний.","['о', 'мільйонний', 'вірус', 'в', 'інтернеті', 'жодних', 'сумнівів', 'що', 'ти', 'абсолютно', 'безпечний']",11,1
60,4877,"Велике дякую, що подзвонив мені о 3 ночі, я саме думав про тебе!",openai,zeroshot,"велике дякую, що подзвонив мені о 3 ночі, я саме думав про тебе!","['велике', 'дякую', 'що', 'подзвонив', 'мені', 'о', 'ночі', 'я', 'саме', 'думав', 'про', 'тебе']",12,1
61,5034,"Ой, ти купив новий автомобіль, який вже вдруге на стоянці зламався? Яка якість, я щасливий за тебе!",openai,zeroshot,"ой, ти купив новий автомобіль, який вже вдруге на стоянці зламався? яка якість, я щасливий за тебе!","['ой', 'ти', 'купив', 'новий', 'автомобіль', 'який', 'вже', 'вдруге', 'на', 'стоянці', 'зламався', 'яка', 'якість', 'я', 'щасливий', 'за', 'тебе']",17,1
62,5026,"Ти занадто багато працюєш в офісі. Краще б півдня простояв у соцмережах, час зійде швидше!",openai,zeroshot,"ти занадто багато працюєш в офісі. краще б півдня простояв у соцмережах, час зійде швидше!","['ти', 'занадто', 'багато', 'працюєш', 'в', 'офісі', 'краще', 'б', 'півдня', 'простояв', 'у', 'соцмережах', 'час', 'зійде', 'швидше']",15,1
63,5086,"Чудово, що ти постійно скаржишся на життя. Твої історії так піднімають настрій.",openai,zeroshot,"чудово, що ти постійно скаржишся на життя. твої історії так піднімають настрій.","['чудово', 'що', 'ти', 'постійно', 'скаржишся', 'на', 'життя', 'твої', 'історії', 'так', 'піднімають', 'настрій']",12,1
64,5454,"Улюблене заняття? О, це стояння в черзі в магазині, безцінне!",openai,zeroshot,"улюблене заняття? о, це стояння в черзі в магазині, безцінне!","['улюблене', 'заняття', 'о', 'це', 'стояння', 'в', 'черзі', 'в', 'магазині', 'безцінне']",10,1
65,5062,"На твоїх зборах завжди так цікаво, що мені хочеться спати!",openai,zeroshot,"на твоїх зборах завжди так цікаво, що мені хочеться спати!","['на', 'твоїх', 'зборах', 'завжди', 'так', 'цікаво', 'що', 'мені', 'хочеться', 'спати']",10,1
66,4762,"О, супер, знову зміни у планах в останній момент. Це так збагачує життя.",openai,zeroshot,"о, супер, знову зміни у планах в останній момент. це так збагачує життя.","['о', 'супер', 'знову', 'зміни', 'у', 'планах', 'в', 'останній', 'момент', 'це', 'так', 'збагачує', 'життя']",13,1
67,4767,Чудовий план! Давайте знову все переплануємо в останню хвилину.,openai,zeroshot,чудовий план! давайте знову все переплануємо в останню хвилину.,"['чудовий', 'план', 'давайте', 'знову', 'все', 'переплануємо', 'в', 'останню', 'хвилину']",9,1
68,5165,"Вау, що це за геніальний план! Все ж краще, ніж повне неврахування деталей.",openai,zeroshot,"вау, що це за геніальний план! все ж краще, ніж повне неврахування деталей.","['вау', 'що', 'це', 'за', 'геніальний', 'план', 'все', 'ж', 'краще', 'ніж', 'повне', 'неврахування', 'деталей']",13,1
69,5451,"Так, мені дійсно подобається слухати твої історії про колишнього - це так захоплююче.",openai,zeroshot,"так, мені дійсно подобається слухати твої історії про колишнього - це так захоплююче.","['так', 'мені', 'дійсно', 'подобається', 'слухати', 'твої', 'історії', 'про', 'колишнього', 'це', 'так', 'захоплююче']",12,1
70,4770,"Ага, я в захваті від ідеї працювати на вихідних. Це як вихідні, тільки без відпочинку!",openai,zeroshot,"ага, я в захваті від ідеї працювати на вихідних. це як вихідні, тільки без відпочинку!","['ага', 'я', 'в', 'захваті', 'від', 'ідеї', 'працювати', 'на', 'вихідних', 'це', 'як', 'вихідні', 'тільки', 'без', 'відпочинку']",15,1
71,4875,"Так, звісно, у мене взагалі немає ніяких планів, крім чекання твого дзвінка всю ніч.",openai,zeroshot,"так, звісно, у мене взагалі немає ніяких планів, крім чекання твого дзвінка всю ніч.","['так', 'звісно', 'у', 'мене', 'взагалі', 'немає', 'ніяких', 'планів', 'крім', 'чекання', 'твого', 'дзвінка', 'всю', 'ніч']",14,1
72,4974,"Справді, я просто обожнюю слухати твій вечірній репортаж про стан вашого кишечника.",openai,zeroshot,"справді, я просто обожнюю слухати твій вечірній репортаж про стан вашого кишечника.","['справді', 'я', 'просто', 'обожнюю', 'слухати', 'твій', 'вечірній', 'репортаж', 'про', 'стан', 'вашого', 'кишечника']",12,1
73,5066,"Чудово, що ще раз ділишся своєю мудрістю! Без тебе мій IQ точно б наполовину знизився.",openai,zeroshot,"чудово, що ще раз ділишся своєю мудрістю! без тебе мій  точно б наполовину знизився.","['чудово', 'що', 'ще', 'раз', 'ділишся', 'своєю', 'мудрістю', 'без', 'тебе', 'мій', 'точно', 'б', 'наполовину', 'знизився']",14,1
74,4942,"О, так, звичайно, в цьому ресторані найкраща їжа, якщо не рахувати їжу з будь-якого іншого ресторану.",openai,zeroshot,"о, так, звичайно, в цьому ресторані найкраща їжа, якщо не рахувати їжу з будь-якого іншого ресторану.","['о', 'так', 'звичайно', 'в', 'цьому', 'ресторані', 'найкраща', 'їжа', 'якщо', 'не', 'рахувати', 'їжу', 'з', 'будь', 'якого', 'іншого', 'ресторану']",17,1
75,5272,"Дякую, що ви прийшли на зустріч на півгодини пізніше. Ваша пунктуальніс[%4|6]true",openai,zeroshot,"дякую, що ви прийшли на зустріч на півгодини пізніше. ваша пунктуальніс[%4|6]","['дякую', 'що', 'ви', 'прийшли', 'на', 'зустріч', 'на', 'півгодини', 'пізніше', 'ваша', 'пунктуальніс']",11,1
76,4655,"О, нова серія 'Ігри престолів', напевно, знову всі залишаться живі.",openai,zeroshot,"о, нова серія 'ігри престолів', напевно, знову всі залишаться живі.","['о', 'нова', 'серія', 'ігри', 'престолів', 'напевно', 'знову', 'всі', 'залишаться', 'живі']",10,1
77,5312,"Я щасливий, що мій WiFi лагає саме тепер, коли я дивлюся фінальну сцену улюбленого фільму.",openai,zeroshot,"я щасливий, що мій  лагає саме тепер, коли я дивлюся фінальну сцену улюбленого фільму.","['я', 'щасливий', 'що', 'мій', 'лагає', 'саме', 'тепер', 'коли', 'я', 'дивлюся', 'фінальну', 'сцену', 'улюбленого', 'фільму']",14,1
78,5000,"О, твої щоденні скарги на роботу — саме те, що я хотів почути зранку!",openai,zeroshot,"о, твої щоденні скарги на роботу — саме те, що я хотів почути зранку!","['о', 'твої', 'щоденні', 'скарги', 'на', 'роботу', 'саме', 'те', 'що', 'я', 'хотів', 'почути', 'зранку']",13,1
79,4882,"Ти правда думаєш, що ця нова сукня трохи не замала? Ні-ні, вона просто ідеально сідає на тобі!",openai,zeroshot,"ти правда думаєш, що ця нова сукня трохи не замала? ні-ні, вона просто ідеально сідає на тобі!","['ти', 'правда', 'думаєш', 'що', 'ця', 'нова', 'сукня', 'трохи', 'не', 'замала', 'ні', 'ні', 'вона', 'просто', 'ідеально', 'сідає', 'на', 'тобі']",18,1
80,5025,"О, ти знову в заторі? Як несподівано в цьому місті.",openai,zeroshot,"о, ти знову в заторі? як несподівано в цьому місті.","['о', 'ти', 'знову', 'в', 'заторі', 'як', 'несподівано', 'в', 'цьому', 'місті']",10,1
81,5267,"Я так радий, що ти поділився тим відео котиків прямо під час мого важливого доповіді. Це точно підняло настрій усім присутнім.",openai,zeroshot,"я так радий, що ти поділився тим відео котиків прямо під час мого важливого доповіді. це точно підняло настрій усім присутнім.","['я', 'так', 'радий', 'що', 'ти', 'поділився', 'тим', 'відео', 'котиків', 'прямо', 'під', 'час', 'мого', 'важливого', 'доповіді', 'це', 'точно', 'підняло', 'настрій', 'усім', 'присутнім']",21,1
