,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,text,llm,prompting,text_mod,tokens,num_words,is_sarcastic,lemmatized_words,entities,bigrams,trigrams
10,10,10,4980,"Так, кава зі звичайного автомата - це точно те ж саме, що і в кафе по п’ять зірок.",openai,zeroshot,"так, кава зі звичайного автомата - це точно те ж саме, що і в кафе по п’ять зірок.","['так', 'кава', 'зі', 'звичайного', 'автомата', 'це', 'точно', 'те', 'ж', 'саме', 'що', 'і', 'в', 'кафе', 'по', 'п’ять', 'зірок']",17,1,"['так', 'кава', 'зі', 'звичайний', 'автомат', 'це', 'точно', 'те', 'ж', 'самий', 'що', 'і', 'в', 'кафе', 'по', 'п’ять', 'зірка']",[],"[('так', 'кава'), ('кава', 'зі'), ('зі', 'звичайний'), ('звичайний', 'автомат'), ('автомат', 'це'), ('це', 'точно'), ('точно', 'те'), ('те', 'ж'), ('ж', 'самий'), ('самий', 'що'), ('що', 'і'), ('і', 'в'), ('в', 'кафе'), ('кафе', 'по'), ('по', 'п’ять'), ('п’ять', 'зірка')]","[('так', 'кава', 'зі'), ('кава', 'зі', 'звичайний'), ('зі', 'звичайний', 'автомат'), ('звичайний', 'автомат', 'це'), ('автомат', 'це', 'точно'), ('це', 'точно', 'те'), ('точно', 'те', 'ж'), ('те', 'ж', 'самий'), ('ж', 'самий', 'що'), ('самий', 'що', 'і'), ('що', 'і', 'в'), ('і', 'в', 'кафе'), ('в', 'кафе', 'по'), ('кафе', 'по', 'п’ять'), ('по', 'п’ять', 'зірка')]"
11,11,11,5341,"Ні, справді, твій п’ятнадцятий селфі сьогодні виглядає насправді інакше.",openai,zeroshot,"ні, справді, твій п’ятнадцятий селфі сьогодні виглядає насправді інакше.","['ні', 'справді', 'твій', 'п’ятнадцятий', 'селфі', 'сьогодні', 'виглядає', 'насправді', 'інакше']",9,1,"['ні', 'справді', 'твій', 'п’ятнадцятий', 'селфі', 'сьогодні', 'виглядати', 'насправді', 'інакше']",[],"[('ні', 'справді'), ('справді', 'твій'), ('твій', 'п’ятнадцятий'), ('п’ятнадцятий', 'селфі'), ('селфі', 'сьогодні'), ('сьогодні', 'виглядати'), ('виглядати', 'насправді'), ('насправді', 'інакше')]","[('ні', 'справді', 'твій'), ('справді', 'твій', 'п’ятнадцятий'), ('твій', 'п’ятнадцятий', 'селфі'), ('п’ятнадцятий', 'селфі', 'сьогодні'), ('селфі', 'сьогодні', 'виглядати'), ('сьогодні', 'виглядати', 'насправді'), ('виглядати', 'насправді', 'інакше')]"
12,12,12,4752,"Так, я реально обожнюю випадкові дзвінки на номер, який мені здається незнайомим. Неймовірне відчуття.",openai,zeroshot,"так, я реально обожнюю випадкові дзвінки на номер, який мені здається незнайомим. неймовірне відчуття.","['так', 'я', 'реально', 'обожнюю', 'випадкові', 'дзвінки', 'на', 'номер', 'який', 'мені', 'здається', 'незнайомим', 'неймовірне', 'відчуття']",14,1,"['так', 'я', 'реально', 'обожнювати', 'випадковий', 'дзвінка', 'на', 'номер', 'який', 'я', 'здаватися', 'незнайомий', 'неймовірний', 'відчуття']",[],"[('так', 'я'), ('я', 'реально'), ('реально', 'обожнювати'), ('обожнювати', 'випадковий'), ('випадковий', 'дзвінка'), ('дзвінка', 'на'), ('на', 'номер'), ('номер', 'який'), ('який', 'я'), ('я', 'здаватися'), ('здаватися', 'незнайомий'), ('незнайомий', 'неймовірний'), ('неймовірний', 'відчуття')]","[('так', 'я', 'реально'), ('я', 'реально', 'обожнювати'), ('реально', 'обожнювати', 'випадковий'), ('обожнювати', 'випадковий', 'дзвінка'), ('випадковий', 'дзвінка', 'на'), ('дзвінка', 'на', 'номер'), ('на', 'номер', 'який'), ('номер', 'який', 'я'), ('який', 'я', 'здаватися'), ('я', 'здаватися', 'незнайомий'), ('здаватися', 'незнайомий', 'неймовірний'), ('незнайомий', 'неймовірний', 'відчуття')]"
13,13,13,4922,"Мабуть, справжнє задоволення слухати, як ти жуєш з відкритим ротом цілий обід, таке музичне супроводження.",openai,zeroshot,"мабуть, справжнє задоволення слухати, як ти жуєш з відкритим ротом цілий обід, таке музичне супроводження.","['мабуть', 'справжнє', 'задоволення', 'слухати', 'як', 'ти', 'жуєш', 'з', 'відкритим', 'ротом', 'цілий', 'обід', 'таке', 'музичне', 'супроводження']",15,1,"['мабуть', 'справжній', 'задоволення', 'слухати', 'як', 'ти', 'жувати', 'з', 'відкритий', 'рот', 'цілий', 'обід', 'такий', 'музичний', 'супроводження']",[],"[('мабуть', 'справжній'), ('справжній', 'задоволення'), ('задоволення', 'слухати'), ('слухати', 'як'), ('як', 'ти'), ('ти', 'жувати'), ('жувати', 'з'), ('з', 'відкритий'), ('відкритий', 'рот'), ('рот', 'цілий'), ('цілий', 'обід'), ('обід', 'такий'), ('такий', 'музичний'), ('музичний', 'супроводження')]","[('мабуть', 'справжній', 'задоволення'), ('справжній', 'задоволення', 'слухати'), ('задоволення', 'слухати', 'як'), ('слухати', 'як', 'ти'), ('як', 'ти', 'жувати'), ('ти', 'жувати', 'з'), ('жувати', 'з', 'відкритий'), ('з', 'відкритий', 'рот'), ('відкритий', 'рот', 'цілий'), ('рот', 'цілий', 'обід'), ('цілий', 'обід', 'такий'), ('обід', 'такий', 'музичний'), ('такий', 'музичний', 'супроводження')]"
14,14,14,5076,"Дякую, що поділився цією статтею про політику. Ти відкрив мені очі на стільки нової інформації! Зовсім не знаю, що б я без тебе робив.",openai,zeroshot,"дякую, що поділився цією статтею про політику. ти відкрив мені очі на стільки нової інформації! зовсім не знаю, що б я без тебе робив.","['дякую', 'що', 'поділився', 'цією', 'статтею', 'про', 'політику', 'ти', 'відкрив', 'мені', 'очі', 'на', 'стільки', 'нової', 'інформації', 'зовсім', 'не', 'знаю', 'що', 'б', 'я', 'без', 'тебе', 'робив']",24,1,"['дякувати', 'що', 'поділитися', 'цей', 'стаття', 'про', 'політика', 'ти', 'відкрити', 'я', 'око', 'на', 'стільки', 'новий', 'інформація', 'зовсім', 'не', 'знати', 'що', 'б', 'я', 'без', 'ти', 'робити']",[],"[('дякувати', 'що'), ('що', 'поділитися'), ('поділитися', 'цей'), ('цей', 'стаття'), ('стаття', 'про'), ('про', 'політика'), ('політика', 'ти'), ('ти', 'відкрити'), ('відкрити', 'я'), ('я', 'око'), ('око', 'на'), ('на', 'стільки'), ('стільки', 'новий'), ('новий', 'інформація'), ('інформація', 'зовсім'), ('зовсім', 'не'), ('не', 'знати'), ('знати', 'що'), ('що', 'б'), ('б', 'я'), ('я', 'без'), ('без', 'ти'), ('ти', 'робити')]","[('дякувати', 'що', 'поділитися'), ('що', 'поділитися', 'цей'), ('поділитися', 'цей', 'стаття'), ('цей', 'стаття', 'про'), ('стаття', 'про', 'політика'), ('про', 'політика', 'ти'), ('політика', 'ти', 'відкрити'), ('ти', 'відкрити', 'я'), ('відкрити', 'я', 'око'), ('я', 'око', 'на'), ('око', 'на', 'стільки'), ('на', 'стільки', 'новий'), ('стільки', 'новий', 'інформація'), ('новий', 'інформація', 'зовсім'), ('інформація', 'зовсім', 'не'), ('зовсім', 'не', 'знати'), ('не', 'знати', 'що'), ('знати', 'що', 'б'), ('що', 'б', 'я'), ('б', 'я', 'без'), ('я', 'без', 'ти'), ('без', 'ти', 'робити')]"
15,15,15,4921,"Так, звичайно, краще всього обговорювати складні робочі питання за п'ятдесят хвилин до кінця п'ятниці, коли всі вже душею на вихідних.",openai,zeroshot,"так, звичайно, краще всього обговорювати складні робочі питання за п'ятдесят хвилин до кінця п'ятниці, коли всі вже душею на вихідних.","['так', 'звичайно', 'краще', 'всього', 'обговорювати', 'складні', 'робочі', 'питання', 'за', ""п'ятдесят"", 'хвилин', 'до', 'кінця', ""п'ятниці"", 'коли', 'всі', 'вже', 'душею', 'на', 'вихідних']",20,1,"['так', 'звичайно', 'краще', 'все', 'обговорювати', 'складний', 'робочий', 'питання', 'за', 'п’ятдесят', 'хвилина', 'до', 'кінець', 'п’ятниця', 'коли', 'весь', 'вже', 'душа', 'на', 'вихідні']",[],"[('так', 'звичайно'), ('звичайно', 'краще'), ('краще', 'все'), ('все', 'обговорювати'), ('обговорювати', 'складний'), ('складний', 'робочий'), ('робочий', 'питання'), ('питання', 'за'), ('за', 'п’ятдесят'), ('п’ятдесят', 'хвилина'), ('хвилина', 'до'), ('до', 'кінець'), ('кінець', 'п’ятниця'), ('п’ятниця', 'коли'), ('коли', 'весь'), ('весь', 'вже'), ('вже', 'душа'), ('душа', 'на'), ('на', 'вихідні')]","[('так', 'звичайно', 'краще'), ('звичайно', 'краще', 'все'), ('краще', 'все', 'обговорювати'), ('все', 'обговорювати', 'складний'), ('обговорювати', 'складний', 'робочий'), ('складний', 'робочий', 'питання'), ('робочий', 'питання', 'за'), ('питання', 'за', 'п’ятдесят'), ('за', 'п’ятдесят', 'хвилина'), ('п’ятдесят', 'хвилина', 'до'), ('хвилина', 'до', 'кінець'), ('до', 'кінець', 'п’ятниця'), ('кінець', 'п’ятниця', 'коли'), ('п’ятниця', 'коли', 'весь'), ('коли', 'весь', 'вже'), ('весь', 'вже', 'душа'), ('вже', 'душа', 'на'), ('душа', 'на', 'вихідні')]"
16,16,16,4858,"Ти точно знаєш, як підняти мій настрій, розповідаючи про свої подвиги в групових бесідах додому.",openai,zeroshot,"ти точно знаєш, як підняти мій настрій, розповідаючи про свої подвиги в групових бесідах додому.","['ти', 'точно', 'знаєш', 'як', 'підняти', 'мій', 'настрій', 'розповідаючи', 'про', 'свої', 'подвиги', 'в', 'групових', 'бесідах', 'додому']",15,1,"['ти', 'точно', 'знати', 'як', 'підняти', 'мій', 'настрій', 'розповідати', 'про', 'свій', 'подвига', 'в', 'груповий', 'бесід', 'додому']",[],"[('ти', 'точно'), ('точно', 'знати'), ('знати', 'як'), ('як', 'підняти'), ('підняти', 'мій'), ('мій', 'настрій'), ('настрій', 'розповідати'), ('розповідати', 'про'), ('про', 'свій'), ('свій', 'подвига'), ('подвига', 'в'), ('в', 'груповий'), ('груповий', 'бесід'), ('бесід', 'додому')]","[('ти', 'точно', 'знати'), ('точно', 'знати', 'як'), ('знати', 'як', 'підняти'), ('як', 'підняти', 'мій'), ('підняти', 'мій', 'настрій'), ('мій', 'настрій', 'розповідати'), ('настрій', 'розповідати', 'про'), ('розповідати', 'про', 'свій'), ('про', 'свій', 'подвига'), ('свій', 'подвига', 'в'), ('подвига', 'в', 'груповий'), ('в', 'груповий', 'бесід'), ('груповий', 'бесід', 'додому')]"
17,17,17,4709,"Неймовірно, автобус нарешті прибув тільки з 40-хвилинним запізненням.",openai,zeroshot,"неймовірно, автобус нарешті прибув тільки з 40-хвилинним запізненням.","['неймовірно', 'автобус', 'нарешті', 'прибув', 'тільки', 'з', 'запізненням']",7,1,"['неймовірно', 'автобус', 'нарешті', 'прибути', 'тільки', 'з', 'запізнення']",[],"[('неймовірно', 'автобус'), ('автобус', 'нарешті'), ('нарешті', 'прибути'), ('прибути', 'тільки'), ('тільки', 'з'), ('з', 'запізнення')]","[('неймовірно', 'автобус', 'нарешті'), ('автобус', 'нарешті', 'прибути'), ('нарешті', 'прибути', 'тільки'), ('прибути', 'тільки', 'з'), ('тільки', 'з', 'запізнення')]"
18,18,18,5174,"Оу, твоя нова зачіска така непередбачувана, особливо з тими зеленими пасмами.",openai,zeroshot,"оу, твоя нова зачіска така непередбачувана, особливо з тими зеленими пасмами.","['оу', 'твоя', 'нова', 'зачіска', 'така', 'непередбачувана', 'особливо', 'з', 'тими', 'зеленими', 'пасмами']",11,1,"['оу', 'твій', 'новий', 'зачіска', 'такий', 'непередбачуваний', 'особливо', 'з', 'той', 'зелений', 'пасмо']",[],"[('оу', 'твій'), ('твій', 'новий'), ('новий', 'зачіска'), ('зачіска', 'такий'), ('такий', 'непередбачуваний'), ('непередбачуваний', 'особливо'), ('особливо', 'з'), ('з', 'той'), ('той', 'зелений'), ('зелений', 'пасмо')]","[('оу', 'твій', 'новий'), ('твій', 'новий', 'зачіска'), ('новий', 'зачіска', 'такий'), ('зачіска', 'такий', 'непередбачуваний'), ('такий', 'непередбачуваний', 'особливо'), ('непередбачуваний', 'особливо', 'з'), ('особливо', 'з', 'той'), ('з', 'той', 'зелений'), ('той', 'зелений', 'пасмо')]"
19,19,19,5385,"Я вдячний за кожен голосний відеодзвінок у публічному місці, так і має бути!",openai,zeroshot,"я вдячний за кожен голосний відеодзвінок у публічному місці, так і має бути!","['я', 'вдячний', 'за', 'кожен', 'голосний', 'відеодзвінок', 'у', 'публічному', 'місці', 'так', 'і', 'має', 'бути']",13,1,"['я', 'вдячний', 'за', 'кожний', 'голосний', 'відеодзвінок', 'у', 'публічний', 'місце', 'так', 'і', 'мати', 'бути']",[],"[('я', 'вдячний'), ('вдячний', 'за'), ('за', 'кожний'), ('кожний', 'голосний'), ('голосний', 'відеодзвінок'), ('відеодзвінок', 'у'), ('у', 'публічний'), ('публічний', 'місце'), ('місце', 'так'), ('так', 'і'), ('і', 'мати'), ('мати', 'бути')]","[('я', 'вдячний', 'за'), ('вдячний', 'за', 'кожний'), ('за', 'кожний', 'голосний'), ('кожний', 'голосний', 'відеодзвінок'), ('голосний', 'відеодзвінок', 'у'), ('відеодзвінок', 'у', 'публічний'), ('у', 'публічний', 'місце'), ('публічний', 'місце', 'так'), ('місце', 'так', 'і'), ('так', 'і', 'мати'), ('і', 'мати', 'бути')]"
20,20,20,5164,"О, велике дякую, що ви нарешті відповіли на мій email після тільки двох місяців, я вже подумав ви забули про мене.",openai,zeroshot,"о, велике дякую, що ви нарешті відповіли на мій  після тільки двох місяців, я вже подумав ви забули про мене.","['о', 'велике', 'дякую', 'що', 'ви', 'нарешті', 'відповіли', 'на', 'мій', 'після', 'тільки', 'двох', 'місяців', 'я', 'вже', 'подумав', 'ви', 'забули', 'про', 'мене']",20,1,"['о', 'великий', 'дякувати', 'що', 'ви', 'нарешті', 'відповісти', 'на', 'мій', 'після', 'тільки', 'два', 'місяць', 'я', 'вже', 'подумати', 'ви', 'забути', 'про', 'я']",[],"[('о', 'великий'), ('великий', 'дякувати'), ('дякувати', 'що'), ('що', 'ви'), ('ви', 'нарешті'), ('нарешті', 'відповісти'), ('відповісти', 'на'), ('на', 'мій'), ('мій', 'після'), ('після', 'тільки'), ('тільки', 'два'), ('два', 'місяць'), ('місяць', 'я'), ('я', 'вже'), ('вже', 'подумати'), ('подумати', 'ви'), ('ви', 'забути'), ('забути', 'про'), ('про', 'я')]","[('о', 'великий', 'дякувати'), ('великий', 'дякувати', 'що'), ('дякувати', 'що', 'ви'), ('що', 'ви', 'нарешті'), ('ви', 'нарешті', 'відповісти'), ('нарешті', 'відповісти', 'на'), ('відповісти', 'на', 'мій'), ('на', 'мій', 'після'), ('мій', 'після', 'тільки'), ('після', 'тільки', 'два'), ('тільки', 'два', 'місяць'), ('два', 'місяць', 'я'), ('місяць', 'я', 'вже'), ('я', 'вже', 'подумати'), ('вже', 'подумати', 'ви'), ('подумати', 'ви', 'забути'), ('ви', 'забути', 'про'), ('забути', 'про', 'я')]"
21,21,21,4763,"Так, цей новий телевізійний шоу, де всі говорять одне і те ж. Настільки оригінально!",openai,zeroshot,"так, цей новий телевізійний шоу, де всі говорять одне і те ж. настільки оригінально!","['так', 'цей', 'новий', 'телевізійний', 'шоу', 'де', 'всі', 'говорять', 'одне', 'і', 'те', 'ж', 'настільки', 'оригінально']",14,1,"['так', 'цей', 'новий', 'телевізійний', 'шоя', 'де', 'весь', 'говорити', 'один', 'і', 'те', 'ж', 'настільки', 'оригінально']",[],"[('так', 'цей'), ('цей', 'новий'), ('новий', 'телевізійний'), ('телевізійний', 'шоя'), ('шоя', 'де'), ('де', 'весь'), ('весь', 'говорити'), ('говорити', 'один'), ('один', 'і'), ('і', 'те'), ('те', 'ж'), ('ж', 'настільки'), ('настільки', 'оригінально')]","[('так', 'цей', 'новий'), ('цей', 'новий', 'телевізійний'), ('новий', 'телевізійний', 'шоя'), ('телевізійний', 'шоя', 'де'), ('шоя', 'де', 'весь'), ('де', 'весь', 'говорити'), ('весь', 'говорити', 'один'), ('говорити', 'один', 'і'), ('один', 'і', 'те'), ('і', 'те', 'ж'), ('те', 'ж', 'настільки'), ('ж', 'настільки', 'оригінально')]"
